CDB_ID,Party_NumberĿ,Account(Customer_Name),Country_Code_Only
2959,231838,XEROX,US
2960,231839,FUHRUNGSUNTERSTUTZUNGSBASIS FUB,CH
2969,231840,HYPERMARCAS,BR
2970,231841,DEPARTMENT OF ECONOMIC DEVELOPMENT IN ABU DHABI DED,AE
2975,231842,ATOS,PL
2977,231843,AB SVENSK EXPORTKREDIT,SE
2985,231844,MAYO FOUNDATION,US
2986,231845,CMS BY VENTERA,US
2990,231846,VION IMT,NL
2991,231847,AIB,IE
3000,231848,CARDINAL HEALTH,US
3004,231849,EUROPEAN AVIATION SAFETY AGENCY EASA,DE
3005,231850,GOVERNMENT PENSIONS ADMINISTRATION AGENCY,ZA
3007,231851,INFRAESTRUCTURES LA GENERALITAT DECATALUNYA SAU,ES
3008,231852,T ROWE PRICE ASSOCIATES,US
3009,231853,XEROX,US
3011,231854,DELOITTE TOUCHE,PT
3013,231855,ALHAMBRA GRUPO EIDOS,ES
3016,231856,RUSSELL INVESTMENT GROUP,US
3017,231857,JUSTICA FEDERAL NO RIO GRANDE DO NORTE,BR
3020,231858,INVESCO SERVICES GROUP,US
3021,231859,SIGNET JEWELERS,US
3023,231860,MANUFACTURAS ELECTRICAS,PE
3026,231861,AMHERST PIERPONT SECURITIES,MX
3028,231862,NIPPON SIGNAL,JP
3031,231863,CIT GROUP,US
3038,231864,YAMAHA MOTOR,US
3039,231865,CARNIVAL CRUISE LINES,US
3042,231866,BATTELLE NATIONAL BIODEFENSE INST,US
3044,231867,PRUDENTIAL INSURANCE OF AMERICA,US
3047,231868,EDELBROCK,US
3048,231869,FIRST AMERICAN PAYMENT SYSTEM,IN
3052,231870,RELIANCE GLOBALCOM,IN
3061,231871,FALABELLA TECNOLOGIA CORPORATIVA,CL
3062,231872,CLARO CHILE A,CL
3065,231873,SONY PICTURES ENTERTAINMENT,US
3067,231874,DEPARTMENT OF HEALTH,US
3071,231875,LUXSHARE PRECISION INDUSTRY,CN
3072,231876,BANK OF NINGBO,CN
3076,231877,NEXT COMMERCIAL BANK,TW
3077,231878,ALEXANDRA HEALTH,SG
3078,231879,SUMIJU SCEXIAMEN CONSTRUCTION MACHINERY,CN
3083,231880,SHANGHAI VOLKSWAGEN POWERTRAIN,CN
3089,231881,JIANGSU ZIJIN RURAL COMMERCIAL BANK,CN
3092,231882,SHIN KONG LIFE INSURANCE,TW
3093,231883,PROQUIRE,US
3095,231884,ACCELYA KALE SOLUTIONS,IN
3096,231885,M1 NET,SG
3104,231886,KHUSHALI BANK,PK
3110,231887,KE COM BEIJINGTECHNOLOGY,CN
3114,231888,NTT DATA,US
3117,231889,SMARTONE,HK
3124,231890,SYNERGY COMPUTERS PVT,PK
3131,231891,KUBOTA AGRICULTURAL MACHINERY SUZHOU,CN
3132,231892,ARMED FORCES POLICE SAVINGS LOANS ASSOCIATIONS,PH
3133,231893,CHINA DEVELOPMENT FINANCIAL HOLDING,TW
3136,231894,DECENS OY,FI
3139,231895,INFONIQA SQL AG,CH
3143,231896,ZHEJIANG HUAHAI PHARMCEUTICAL,CN
3150,231897,VODACOM PTY,ZA
3152,231898,PRICEWATERHOUSECOOPERS,HK
3158,231899,GOTION HIGHTECH POWER ENERGY,CN
3162,231900,POWERTECH TECHNOLOGYXIAN,CN
3163,231901,SUZHOU OPPLE LIGHTING,CN
3166,231902,URENCO,NL
3167,231903,APPLUS BELLATERRA,ES
3168,231904,SHENZHEN CHINA RESOURCES GOSUN PHARMACEUTICAL,CN
3169,231905,TICKETBIS L,ES
3173,231906,RIKSPOLISSTYRELSEN,SE
3176,231907,MSIG ASIA,SG
3180,231908,GOPINATH PATIL PARSIK JANATA SAHAKARI BANK,IN
3181,231909,ANEO SOLUTIONS GMBH,AT
3186,231910,ISRAEL NATURAL GAS LINES,IL
3188,231911,BUNDESAMT FUR INFORMATIK UND TELEKOMMUNIKATION,CH
3191,231912,KPMG,CH
3194,231913,LAKSHMI VILAS BANK,IN
3197,231914,DUTCH TAX AUTHORITY,NL
3207,231915,SKY UK,GB
3208,231916,361 DEGREES INTERNATIONAL,CN
3210,231917,BNP PARIBAS,IN
3211,231918,TELAVIV STOCK EXCHANGE,IL
3212,231919,SAMPA OTOMOTIV SAN VE TIC A,TR
3215,231920,CLEARSTREAM SERVICES,LU
3219,231921,BLUECREST CAPITAL MANAGEMENT,GB
3226,231922,ESB,IE
3228,231923,BMJ BUNDESMINISTERIUM FUR JUSTIZ,AT
3233,231924,PALM BEACH COUNTY SHERIFFS OFFICE,US
3234,231925,SEBRAE GO SERVICO APOIO AS MICRO E PEQUENAS EMPRESAS DO GO,BR
3238,231926,MASS PORT AUTHORITY,US
3239,231927,AUGUST STORCK KG,DE
3241,231928,ARCELIK AS,TR
3245,231929,MARSHALLS GROUP,GB
3246,231930,MOTOROLA,IN
3248,231931,GTN CMC HOLDING BV,DE
3251,231932,DEUTSCHE BORSE AG,LU
3256,231933,R COMPONENTS,GB
3258,231934,STAFFORDSHIRE POLICE,IN
3259,231935,JAZZ SEMICONDUCTOR,US
3260,231936,MAGYAR POSTA ZRT,HU
3262,231937,YESHIVA UNIVERSITY,US
3264,231938,SOUTH EAST WATER,GB
3268,231939,AUTORIDAD DEL CANAL PANAMA,US
3270,231940,SAFRAN,US
3271,231941,UNIVERSIDAD ANTIOQUIA,CO
3272,231942,HYUNDAI DYMOS OF GEORGIA,US
3275,231943,TYNDALL FEDERAL CREDIT UNION,US
3280,231944,SHARED SERVICES CANADA SSC,CA
3284,231945,MAGNA CARE,US
3285,231946,CHILDRENS WOMENS HEALTH CENTER OF BC,CA
3287,231947,GOLDEN CROSS ASSISTENCIA INTERNACIONAL,BR
3288,231948,UPS STORE,US
3290,231949,INDIAN HEALTH SERVICE,US
3296,231950,LOS ANGELES COUNTY DEPARTMENT PUBLIC WORKS,US
3297,231951,WEST SAFETY SERVICES CANADA,US
3300,231952,FUTURE SECURITY,BR
3303,231953,CNOOC PETROLEUM NORTH AMERICA ULC,CA
3304,231954,WESTERN AREA POWER ADMINISTRATION,US
3306,231955,LOOMIS INTERNATIONAL CORPORATE AG,CH
3310,231956,ORANGE MAROC,MA
3313,231957,ASIAPACIFIC PROPERTY CASUALTYINSURANCE,CN
3315,231958,STATE TRUSTEES,AU
3316,231959,GIC,SG
3323,231960,ITECH ELECTRONIC,CN
3325,231961,WONJIN WORLDWIDE,KR
3328,231962,ENTEL,CL
3329,231963,SILEX MICROSYSTEMS TECHNOLOGY BEIJING,CN
3336,231964,FISERV AUSTRALIA PTY,AU
3337,231965,EXPORTIMPORT BANK OF CHINA,CN
3338,231966,WESTERN POWER,AU
3340,231967,DONGKOOK PHARMACEUTICAL,KR
3343,231968,ECCOM NETWORK STORAGE SYSTEM,CN
3345,231969,FRESENIUS KABI SSPC,CN
3346,231970,RELAXO FOOTWEAR,IN
3348,231971,CULTURAL AFFAIRS BUREAU ACADEMIC RESEARCH GRANT REGULATIONS,MO
3349,231972,PT INDAH KIAT PULP AND PAPER TBK,ID
3351,231973,SUMITOMO MITSUI BANKING,IN
3353,231974,RENESAS SEMICONDUCTOR BEIJING,CN
3356,231975,MANHATTAN ASSOCIATES,IN
3357,231976,COFCO,CN
3359,231977,RAYTHEON AST,US
3360,231978,TECHNIPNET,US
3362,231979,MFEC PUBLIC,TH
3366,231980,TANZANIA REVENUE AUTHORITY,KE
3367,231981,MAYBANK SG,SG
3369,231982,FIL INVESTMENT MANAGEMENT,GB
3371,231983,LINE BANK TAIWAN,TW
3376,231984,EPFL SI EXOPGE,CH
3377,231985,GDV DIENSTLEISTUNGS GMBH KG,DE
3380,231986,NATIONAL BOARD OF MEDICAL EXAMINERS,IN
3384,231987,SMART COMMUNICATION,PH
3385,231988,INFOR,TH
3388,231989,DBS BANK INDIA,IN
3391,231990,BEIJING FRESENIUS KABI PHARMACEUTICAL,CN
3392,231991,AIRBUS DEUTSCHLAND,FR
3395,231992,AL FUTTAIM,AE
3397,231993,ISTARTTEK TECHNOLOGIES,TW
3403,231994,TAISHAN PROPERTY INSURANCE,CN
3407,231995,SAICA PACK SL,ES
3414,231996,JUMPCAN PHARMACEUTICAL GROUP,CN
3415,231997,ORIENTAL BANK,KH
3423,231998,EVA AIRWAYS,TW
3426,231999,ACEA SPA,IT
3428,232000,SINOTECH ENGINEERING CONSULTANTS,TW
3430,232001,VODAFONE NEW ZEALAND,NZ
3431,232002,CHINA CONSTRUCTION BANK TAIPEI REPRESENTATIVE OFFICE,CN
3432,232003,RISEN ENERGY,CN
3435,232004,NGEE ANN POLYTECHNIC,SG
3438,232005,ENSIGN INFOSECURITY SYSTEMS,SG
3440,232006,COLOMBO STOCK EXCHANGE,LK
3441,232007,FUJIAN DEEP BLUE INFOTECHNOLOGY,CN
3450,232008,CONSILIUM UK,GB
3451,232009,LA REGION OCCITANIE,FR
3454,232010,ALEXANDER FORBES TECHNOLOGY SERVICES,ZA
3459,232011,ERMENEGILDO ZEGNA HOLDITALIA SPA,IT
3462,232012,SCHWAN FOOD,US
3464,232013,MANIPAL HEALTH ENTERPRISES,IN
3472,232014,NATIONALE BANK VAN BELGIE,BE
3476,232015,IRSN,FR
3480,232016,FIS GLOBAL BUSINESS SOLUTIONS INDIA,IN
3483,232017,ACAPS MAROC,MA
3484,232018,FLEX,IE
3487,232019,WESTERN DIGITAL,MY
3494,232020,UNITED NATURAL FOODS,US
3495,232021,DANSK INDUSTRI,DK
3503,232022,IKEA ISRAEL,IL
3508,232023,DEFENSE MEDIA ACTIVITY,US
3511,232024,FEDERAL DEPOSIT INSURANCE,US
3512,232025,ANAC AGENCIA NACIONAL AVIACAO CIVIL,BR
3515,232026,PRODEMGE COMPANHIA TECNOLOGIA DA INFORMACAO DO ESTADO MINAS GERAIS,BR
3516,232027,NEW HORIZON CAP GEMINI,CA
3517,232028,ASDA,GB
3518,232029,888 HOLDINGS,IL
3519,232030,CAMBRIDGE ASSOCIATES,US
3526,232031,UNITED NATIONS,ES
3529,232032,BAAINBWH16,DE
3533,232033,DAVIS POLK WARDWELL,US
3535,232034,DAEWON PHARMACEUTICAL,KR
3539,232035,EPIC SYSTEMS,US
3552,232036,LOTTERY COMMISSION,KR
3554,232037,BANK OF OKLAHOMA,US
3555,232038,HUA NAN COMMERCIAL BANK,TW
3556,232039,BANCO VOTORANTIM,BR
3560,232040,JD WETHERSPOON,GB
3561,232041,EUROFIGHTER JAGDFLUGZEUG GMBH IM AIRPORT BUSINESS CENTRE,DE
3562,232042,BNP PARIBAS CARDIF SEGUROS VIDA,CL
3563,232043,SERVICIOS ADMINISTRATIVOS WALMART,US
3567,232044,ERDC DSRC ITL,US
3570,232045,INTENDENCIA MUNICIPAL MONTEVIDEO,UY
3575,232046,EMPRESA PROVINCIAL ENERGIA CORDOBA,AR
3578,232047,EDUCATION MANAGEMENT INFORMATION SYSTEM,GE
3581,232048,CAMARA INTERBANCARIA PAGAMENTOS,BR
3588,232049,USAF 812 TSS,US
3589,232050,SHIMADZU,US
3593,232051,REPLACEMENTS,US
3596,232052,NCR,US
3597,232053,ARCH CAPITAL GROUP US,US
3605,232054,DIRECCION NACIONAL INTELIGENCIA DINI,PE
3606,232055,VERSATERM,US
3621,232056,CARVER KOREA,KR
3624,232057,RAKUTEN GROUP,JP
3626,232058,DOWNER EDI SERVICES PTY,AU
3629,232059,STATE RAILWAY OF THAILAND,TH
3638,232060,TAIPEI WATER DEPARTMENT,TW
3639,232061,KUWAIT TELECOM,KW
3643,232062,BEIJING FINANCIAL STREET INVESTMENT GROUP,CN
3644,232063,AGRIUM PCARD PURCHASES,CA
3648,232064,CHINA MOBILE GROUP CHONGQING,CN
3652,232065,STARBUCKS CHINA COMPAMNY,CN
3661,232066,GENTING MALAYSIA,MY
3669,232067,FINNQ,KR
3678,232068,SILITECH TECHNOLOGY,TW
3684,232069,ZTE,CN
3685,232070,CHINA CONSTRUCTION BANK,CN
3691,232071,BOBCARDIF LIFE INSURANCE,CN
3693,232072,HANNSTAR DISPLAY,TW
3701,232073,LUDVIKA KOMMUN,IE
3702,232074,BAE SYSTEMS,US
3705,232075,SEOUL METROPOLITAN GOVERNMENT,KR
3707,232076,GETRONICS,GB
3709,232077,YIBIN WULIANGYE GROUP FINANCE,CN
3712,232078,CHANGZHOU JINYUAN PHARM,CN
3715,232079,TAIWAN WATER,TW
3717,232080,VOLKSWAGEN AUTOMATIC TRANSMISSION TIANJIN,CN
3720,232081,NATIONAL INFORMATICS CENTER,IN
3721,232082,AMREF HEALTH AFRICA,KE
3723,232083,BOZHON PRECISION INDUSTRY TECHNOLOGY,CN
3726,232084,ATHENS EXCHANGE GROUP 110,GR
3736,232085,BNP PARIBAS CARDIF A I E,ES
3737,232086,WYNN RESORTS MACAU A,MO
3738,232087,PETRONAS CARIGALI IRAQ HOLDING BV,AE
3740,232088,WYNDHAM VACATION OWNERSHIP,US
3762,232089,STOUT RISIUS ROSS,US
3764,232090,BNP PARIBAS LEASE GROUP,PL
3765,232091,ASTELLAS,US
3767,232092,CAMARA LEGISLATIVA DO DISTRITO FEDERAL,BR
3770,232093,ABERCROMBIE FITCH,US
3772,232094,TRANSUNION CIBIL,IN
3773,232095,FINANCIAL CONDUCT AUTHORITY,GB
3775,232096,HSBC HOLDINGS,GB
3779,232097,KATZ GROUP CANADA,CA
3780,232098,GRACE KENNEDY,JM
3787,232099,SNEDAI CI,CI
3788,232100,INSTITUTO PESQUISAS ELDORADO,BR
3790,232101,DHHS HEALTH RESOURCES SERVICES ADMINISTRATION,US
3795,232102,SC COUNTY OF CHARLESTON,US
3797,232103,NATIONAL REMOTE SENSING CENTER,IN
3798,232104,T SYSTEMS,GB
3802,232105,FENLAND DISTRICT COUNCIL,GB
3803,232106,CORETEK SERVICES,US
3804,232107,SUTTER HEALTH DATA CENTER,US
3805,232108,CSC PROJECT OLYMPUS,GB
3807,232109,COMPANHIA PAULISTA TRENS METROPOLITANOS CPTM,BR
3812,232110,RABOBANK INTERNATIONAL HOLDING BV,US
3816,232111,STARBUCKS,US
3819,232112,FEDERATION OF STATE MEDICAL BOARDS,US
3820,232113,DXC FSS AMS,US
3825,232114,FALABELLA TECNOLOGIA CORPORATIVA LIMITADA,CL
3840,232115,TOYOTA MOTOR MANUFACTURING,US
3845,232116,DELOITTE SERVICES LLP,US
3846,232117,PAKISTAN TELECOMMUNICATION,PK
3847,232118,SESI SP,BR
3854,232119,BANCO SEGUROS DEL ESTADO BSE,US
3855,232120,WALMART CANADA,CA
3856,232121,BALTIMORE CITY PUBLIC SCHOOL,US
3857,232122,BECTON DICKINSON,US
3858,232123,BANCO PICHINCHA CA,PA
3859,232124,FOXCONN MEXICO PRECISION INDUSTRY,MX
3860,232125,CIRION TECHNOLOGIES PERU,EC
3861,232126,GFG COMERCIO DIGITAL,BR
3863,232127,ALMAVIVA DO BRASIL TELEMARKETING INFORMATICA,BR
3867,232128,CONSELHO FEDERAL MEDICINA,BR
3869,232129,GUGGENHEIM SERVICES,US
3872,232130,MANITOBA HYDRO,CA
3881,232131,SHINI PLASTICS TECHNOLOGIES DONGGUAN,CN
3882,232132,WUXI ATU SHANGHAI,CN
3884,232133,HIP SHANGHAI HOUSING APPLIANCE,CN
3889,232134,TAIPEI VETERANS GENERAL HOSPITAL TAOYUAN BRANCH,TW
3895,232135,LUJIAZUI INTERNATIONAL TRUST,CN
3897,232136,SHANGHAI COMMERCIAL PAPER EXCHANGE,CN
3898,232137,CHINA RESOURCES LAND HAINAN,CN
3899,232138,FUBON FINANCIAL HOLDING,TW
3910,232139,ADVANCED MICRO SEMICONDUCTORS,CN
3920,232140,REPUBLIC POLYTECHNIC,SG
3924,232141,NEW TAIPEI CITY GOVERNMENT,TW
3926,232142,KAOHSUNG MUNICIPALL GANGSHAN HOSPITAL,TW
3930,232143,UGAP,FR
3941,232144,SHANGHAI ZHAOXINSEMICONDUCTOR,US
3944,232145,SHANGHAI CLOUDWAY INFORMATION TECHNOLOGY,CN
3946,232146,STANDARD CHARTERED BANK CHINA,CN
3950,232147,TCL,CN
3954,232148,GAC AION NEW ENERGY AUTOMOBILE,CN
3957,232149,CHONGQING JINKANG NEW ENERGY AUTOMOBILE,CN
3961,232150,MTN SWAZILAND,SS
3963,232151,EGTON MEDICAL INFORMATION,GB
3965,232152,SKODA AUTO VOLKSWAGEN INDIA,IN
3967,232153,JIAXING SINOONE INVESTMENTS,CN
3971,232154,SOPRA STERIA,GB
3973,232155,UTE INFORMATICA EL CORTE INGLES INDRA SISTEMAS ZEMSANIA SL EMTE SISTEMAS,ES
3976,232156,BARMENIA KRANKENVERSICHERUNG AG,DE
3977,232157,EXPERIAN,US
3978,232158,UEM,FR
3979,232159,ALPHA NETWORKS,US
3981,232160,SAMPENSION,DK
3982,232161,JUNTA COMUNIDADES CASTILLA LA MANCHA,ES
3986,232162,AEGIS MEDIA,GB
3990,232163,BRIDGESTONE EUROPE NVSA,ES
3993,232164,BIOCON BIOLOGICS INDIA,IN
3994,232165,VION,US
3997,232166,INDRAPRASTHA GAS,IN
3998,232167,FRESENIUS MEDICAL CARE NORTH AMERIC,US
4001,232168,ATOS IT GMBH,DE
4003,232169,QUEENS BOROUGH PUBLIC LIBRARY,US
4004,232170,STATENS IT,DK
4007,232171,CENTURYLINKECUADOR,EC
4009,232172,ITEMS GMBH KG,AT
4014,232173,DEUTSCHE RENTENVERSICHERUNG BUND,DE
4017,232174,REFINITIV US,US
4019,232175,BP GLOBAL USERS,US
4021,232176,JEPPESEN SANDERSON,US
4022,232177,SITEL OPERATING,US
4031,232178,SONY IMAGE WORKS,CA
4033,232179,NOAA NATIONAL LOGISTICS SUPPORT CENTER,US
4040,232180,ADMINISTRATIVE OFFICE OF US COURTS,US
4041,232181,ALERE,US
4044,232182,SECRETARIA DISTRITAL AMBIENTE,CO
4046,232183,SANTA CLARA VALLEY TRANSPORTATION AUTHORITY,US
4047,232184,BANCO CHILE,US
4048,232185,AIRTEL UGANDA,NG
4058,232186,RIYAD BANK,GB
4064,232187,WESTERN DIGITAL TECHNOLOGIES,US
4070,232188,MABPLEX INTERNATIONAL,CN
4071,232189,CHIA TAI PHARMACEUTICAL INVESTMENT BEIJING,CN
4074,232190,LENOVO BEIJING,CN
4075,232191,ROSS STORES,US
4076,232192,NANJING GENSCRIPT BIOTECH,CN
4078,232193,BOMBARDIERSIFANGQINGDAOTRANSPORTATIONLTD,CN
4080,232194,SMART EMONEY,PH
4082,232195,AGRICULTURAL DEVELOPMENT BANK OF CHINA LIAONING BRANCH,CN
4086,232196,QINGDAO LIDONG CHEMICAL,CN
4087,232197,QINGDAO GANCHENG TECHNOLOGY,CN
4090,232198,ZHONGYUAN BANK,US
4091,232199,ORBBEC TECHNOLOGY GROUP,CN
4094,232200,AIRTEL TANZANIA,NG
4101,232201,CHINA INSURANCE INFORMATION TECHNOLOGY MANAGEMENT,CN
4103,232202,CHINA CUSTOMS GUANGDONG CENTER,CN
4110,232203,AGRICULTURAL BANK OF CHINA,US
4120,232204,DAEDUCK ELECTRONICS,KR
4122,232205,ZHEJIANG SUPOR,CN
4123,232206,SCOPE INTERNATIONAL P,IN
4124,232207,DIMENSION DATA,ZA
4125,232208,DRLAL PATHLABS,IN
4133,232209,DALIAN COMMODITY EXCHANGE,CN
4135,232210,HEALTH INSURANCE REVIEW ASSESSMENT SERVICE,KR
4136,232211,PHOENIX PIONEER TECHNOLOGY,TW
4138,232212,ANTA SPORTS PRODUCTS,CN
4145,232213,MINISTRY OF HEALTH LABOUR AND WELFARE,JP
4150,232214,CREDIT UNION SERVICES AUSTRALIA,AU
4152,232215,ZERO ONE TECHNOLOGY,TW
4164,232216,BANCO ORO UNIBANK,PH
4166,232217,AGRICULTURE DEVELOPMENT BANK OF CHINA,CN
4168,232218,GOVTECH,SG
4169,232219,MESA COMMUNICATION,KR
4170,232220,MINDTREE,IN
4171,232221,BYD,CN
4173,232222,HITACHI VANTARA,US
4178,232223,NATURAL REMEDIES,IN
4182,232224,WEEN SEMICONDUCTORS,CN
4185,232225,MACCUBE,KR
4196,232226,SCHWARZ IT INFRASTRUCTURE OPERATIONS SERVICES GMBH K,DE
4197,232227,CAREYN ICT,NL
4204,232228,ABB XIAMEN MANAGEMENT SERVICE,IN
4210,232229,APACER TECHNOLOGY,TW
4214,232230,MSN LABORATORIES,IN
4215,232231,SHANGHAI ZHAOXINSEMICONDUCTOR,US
4216,232232,OPPLE LIGHTING,CN
4218,232233,DAEHWA PHARMACEUTICAL,KR
4220,232234,GUANGZHOU LIHE PROPERTYDEVELOPMENT,CN
4221,232235,BEIJING ZHONGHANG OPTOELECTRONIC TECHNOLOGY,CN
4226,232236,HKSAR JUDICARY,ZM
4227,232237,SERAN GENERAL HOSPITAL,KR
4229,232238,K BANK,KR
4231,232239,TARKETT FRANCE,FR
4233,232240,VOLKSWAGEN FINANCIAL SERVICES,KR
4237,232241,CAIXA ECONOMICA MONTEPIO GERAL,PT
4238,232242,EURO INFORMATION,CH
4239,232243,TPA STEUERBERATUNG GMBH,AT
4242,232244,REDCENTRIC,GB
4243,232245,ACCOUNTING CORPORATE REGULATORY AUTHORITY ACRA,SG
4244,232246,SUKHOTHAI THAMMATHIRAT OPEN UNIVERSITY,TH
4250,232247,SAUDI DATA AND ARTIFICIAL INTELLIGENCE AUTHORITY SDAIA,SA
4254,232248,MINISTRY OF DEVELOPMENT PLANNING AND STATISTICS,QA
4255,232249,URENCO CAPENHURST NIGEL METCALF,US
4258,232250,NTT DATA SERVICES,US
4259,232251,ICICI SECURITIES,IN
4261,232252,HONEYWELL,US
4262,232253,SEB PANK AS,EE
4263,232254,DXC SKF BUR TEAM,US
4266,232255,AEGON MAGYARORSZAG ALTALANOS BIZTOSITO ZRT,HU
4271,232256,NIEDEROESTERREICHISCHE VERSICHERUNG FR BIRGIT LEC,AT
4273,232257,OPERADOR NACIONAL DO SISTEMA ELETRICO,BR
4276,232258,VOCALINK,GB
4283,232259,PROCERGS CIA PROCESSAMENTO DADOS DO RS,BR
4288,232260,CLEARTRAIL TECHNOLOGIES,IN
4292,232261,AGENCE SERVICES ET PAIEMENT ASP,FR
4297,232262,SCHWEIZERISCHE BUNDESBAHNEN SBB,CH
4300,232263,ST CLAIR COUNTY CLERK OF CIRCUIT COURT,US
4301,232264,PRUDENTIAL INSURANCE OF AMERICA,US
4302,232265,CAT TELECOM PUBLIC,TH
4306,232266,OHIO LEGISLATIVE INFORMATION SYSTEMS,US
4307,232267,ARGONNE NATIONAL LABS,US
4309,232268,INFOCOMM MEDIA DEVELOPMENT AUTHORITY,SG
4316,232269,FORD MOTOR,US
4322,232270,HELLMANN WORLDWIDE LOGISTICS GMBH KG,DE
4324,232271,IT INNOVATION GROUP MKP AB,SE
4326,232272,ARGONNE NATIONAL LABORATORY,US
4327,232273,COOPERATIVA LA ALTAGRACIA,DO
4329,232274,NATIONAL GRID,GB
4333,232275,SAINSBURYS,GB
4339,232276,VODAFONE ALBANIA SH A,AL
4343,232277,NASDAQ,SE
4357,232278,TRIBUNAL REGIONAL DO TRABALHO DA 23A REGIAO,BR
4361,232279,NLMK PA,US
4364,232280,KENTUCKY HIGHER EDUCATION,US
4365,232281,COMERCIAL MOVEIS JORDANESIA SOCIEDADE LIMITADA,BR
4371,232282,ALMAVIVA DO BRASIL TELEMARKETING E INFORMATICA,BR
4372,232283,INTER PIPELINE,CA
4375,232284,AEROSPACE CHANTILLY FACILITY,US
4384,232285,SERVICO NACIONAL APREND COML SENAC,BR
4386,232286,WYNN LAS VEGAS,US
4395,232287,BLANCHE BIRGER,MU
4397,232288,WELLS FARGO BANK NA,US
4399,232289,COGNIZANT TECHNOLOGY SOLUTIONS,US
4403,232290,INTELIQUENT,US
4411,232291,CHINA POSTAL SAVINGS BANK SHANDONG BRANCH,CN
4416,232292,LOTTE DATA COMMUNICATION,KR
4421,232293,ETRON TECHNOLOGY,TW
4423,232294,KOLON BENIT,KR
4427,232295,CITI ORIENT SECURITIES,CN
4438,232296,MUBADALA HEALTH,AE
4444,232297,TK HEALTHCARE INVESTMENT HOLDING,CN
4448,232298,TONGWEI,CN
4456,232299,BANK OF COMMERCE OF PHILIPPINES,PH
4460,232300,COGNIZANT TECHNOLOGY SOLUTIONS,IN
4463,232301,CMC PRODUCTION TRADING LIMIITED,VN
4464,232302,EXELA TECHNOLOGIES AB,SE
4469,232303,HD BIOSCIENCES CHINA,CN
4470,232304,MUNCHENER RUCK,DE
4472,232305,MILLENICOM TELEKOMUNIKASYON HIZMETLERI AS,TR
4488,232306,KEOLIS TRANSPOLE,FR
4489,232307,LUXEMBOURG INSTITUTE OF HEALTH,LU
4494,232308,INTERASIA LINES,TW
4497,232309,FEDERAL MOGUL,US
4504,232310,WISTRON NEWEB KUNSHAN,CN
4513,232311,DAIWA CAPITAL MARKETS EUROPE LIMITIED,GB
4514,232312,WAN HAI LINES,TW
4518,232313,SILTRONIC AG,DE
4519,232314,ENTIDAD PUBLICA EMPRESARIAL ENAIRE,ES
4522,232315,GOVERNMENT OF SHARJAH,AE
4528,232316,PORTUGAL TELECOM SGPS,PT
4533,232317,GILBARCO,US
4537,232318,COOPER TIRE RUBBER EUROPE,US
4538,232319,DEFENCE SCIENCE AND TECHNOLOGY AGENCY DSTA,SG
4539,232320,FUNDTECH INDIA,IN
4541,232321,UNIVERSITY OF CAMBRIDGE,GB
4544,232322,PD PORTS,GB
4545,232323,DATACENTRIX,ZA
4551,232324,AIRBUS OPERATIONS SAS,FR
4561,232325,ENTERPRISE FLEET MANAGEMENT,US
4562,232326,SYNTHON HISPANIA SL,ES
4564,232327,CENTURYLINK CHILE,CL
4577,232328,BBVA COLOMBIA,CO
4578,232329,SABC,ZA
4580,232330,UNITED BANK,PK
4583,232331,SOCIAL SECURITY ADMINISTRATION,US
4584,232332,FUNDTECH INDIA,IN
4588,232333,NHS GRAMPIAN,GB
4595,232334,RADIO E TELEVISAO RECORD,BR
4599,232335,SIEMENS IT SOLUTIONS SERVICES,DE
4611,232336,CABLE WIRELESS PANAMA,PA
4614,232337,G6 HOSPITALITY,US
4616,232338,DAIKIN APPLIED,US
4618,232339,SLOAN VALVE,US
4619,232340,LIONBRIDGE TECHNOLOGIES,US
4621,232341,GLOBALCROSSING COLOMBIA,CO
4622,232342,COGNITION LENDING,US
4630,232343,FEDERAL HOUSING FINANCE AGENCY,US
4642,232344,GE GLOBAL RESEARCH,AU
4647,232345,TELEFONICA EMPRESAS CHILE,CL
4648,232346,L OREAL CANADA,CA
4649,232347,TJRO,BR
4652,232348,VALLOUREC E SUMITOMO TUBOS DO BRASIL,BR
4655,232349,INSTITUTO COSTARRICENSE ELECTRICIDAD,CR
4657,232350,STERIS,US
4658,232351,SOCIAL SECURITY ADMINISTRATION DSSMOSSMB,US
4661,232352,ANCFCC,MA
4665,232353,BANCO CENTRAL DEL ECUADOR,EC
4668,232354,NEWFOLD DIGITAL,US
4674,232355,NICE CREDIT INFORMATION SERVICE,KR
4677,232356,SVOLT ENERGY TECHNOLOGYCOMPANY,CN
4678,232357,SUZHOU INOVANCE TECHNOLOGY,CN
4679,232358,XINJING SEMICONDUCTOR TECHNOLOGY,CN
4689,232359,HARBIN BANK,CN
4692,232360,CITY OF LOS ANGELES  ITA,US
4700,232361,M1,SG
4702,232362,A GILE PROPERTY LANDCOLTD,CN
4705,232363,ASIAN DEVELOPMENT BANK,PH
4706,232364,FIRST HOSPITAL OF HEBEI MEDICAL UNIVERSITY,CN
4709,232365,OFFICE OF INSURANCE COMMISSION,TH
4716,232366,VST ECS THAILAND,TH
4717,232367,NANJING HOUMO TECHNOLOGY,CN
4718,232368,PIRAMAL PHARMA,IN
4719,232369,SPC NETWORKS,KR
4721,232370,WORLDLINE INDIA,IN
4726,232371,SYNTHON HISPANIA SL,ES
